City,colors,shape,State,Time
Buxton,,OTHER,ME,2011-01-24 00:30:00
Merrill,,OVAL,WI,2011-01-24 01:10:00
Dallas,,TEARDROP,TX,2011-01-24 06:00:00
Arvada,,OTHER,CO,2011-01-24 06:12:00
El Dorado,,LIGHT,KS,2011-01-24 06:45:00
Houston,,RECTANGLE,TX,2011-01-24 15:50:00
Dallas,,FLASH,TX,2011-01-24 20:00:00
San Ramon,,LIGHT,CA,2011-01-25 17:00:00
Broomfield,,FORMATION,CO,2011-01-25 17:15:00
Riverside,,TRIANGLE,CA,2011-01-25 19:11:00
Prescott Valley,YELLOW,FORMATION,AZ,2011-01-25 21:00:00
Gila Bend,YELLOW,FORMATION,AZ,2011-01-26 00:30:00
New York City,,FIREBALL,NY,2011-01-26 03:00:00
Lehi,RED,FORMATION,UT,2011-01-26 19:05:00
American Fork,RED,LIGHT,UT,2011-01-26 19:15:00
American Fork,,LIGHT,UT,2011-01-26 19:17:00
San Francisco,ORANGE,FIREBALL,CA,2011-01-26 22:15:00
Lanham,,DISK,MD,2011-01-27 00:00:00
Pensacola,RED,TRIANGLE,FL,2011-01-27 02:38:00
Watsonville,,DISK,CA,2011-01-27 09:55:00
Homosassa,YELLOW,LIGHT,FL,2011-01-27 18:30:00
Los Angeles,,LIGHT,CA,2011-01-27 19:00:00
Bald Knob,RED,CIRCLE,AR,2011-01-27 19:45:00
Miami,GREEN,FLASH,FL,2011-01-27 21:21:00
Corvallis,ORANGE,FIREBALL,OR,2011-01-27 22:05:00
Bay Harbor,,TRIANGLE,MI,2011-01-28 01:00:00
Brewster,,OTHER,MA,2011-01-28 18:17:00
Encinitas,,TRIANGLE,CA,2011-01-28 20:45:00
Galesburg,,TRIANGLE,MI,2011-01-28 22:30:00
Parkville,,LIGHT,MD,2011-01-29 02:00:00
Scranton,,LIGHT,SC,2011-01-29 02:00:00
McGill,GREEN,OVAL,NV,2011-01-29 18:00:00
Louisburg,,OVAL,NC,2011-01-29 19:30:00
Plainville,,FIREBALL,CT,2011-01-29 20:30:00
Dayton,GREEN,CIRCLE,ME,2011-01-29 20:31:00
Shelburne Falls,,CIRCLE,MA,2011-01-29 21:45:00
Chino,,TRIANGLE,CA,2011-01-29 23:30:00
Geneseo,,LIGHT,IL,2011-01-30 18:30:00
Stamford,GREEN,FLASH,CT,2011-01-30 22:00:00
Grey's Point in Topping,,FIREBALL,VA,2011-01-30 23:45:00
Downingtown,RED,CIRCLE,PA,2011-01-31 00:00:00
Atlantic Beach,RED ORANGE,TRIANGLE,FL,2011-01-31 19:00:00
Dunedin,RED,SPHERE,FL,2011-01-31 21:00:00
Jacksonville,GREEN,FIREBALL,FL,2011-01-31 21:45:00
Hampton,ORANGE,LIGHT,TN,2011-01-31 23:40:00
Lake Havasu City,BLUE,SPHERE,AZ,2011-02-01 09:00:00
Bay Point Park,,OTHER,FL,2011-02-01 17:30:00
Nashville,BLUE,OVAL,TN,2011-02-01 18:00:00
Tucson,,OTHER,AZ,2011-02-01 19:00:00
Vancouver,,FORMATION,WA,2011-02-01 19:30:00
Greenbank,,LIGHT,WA,2011-02-01 20:00:00
Redding,RED BLUE,VARIOUS,CA,2011-02-02 00:15:00
New Mexico,GREEN,CIRCLE,NM,2011-02-02 16:40:00
Janesville,,FLASH,WI,2011-02-02 18:20:00
Charlotte Hall,,LIGHT,MD,2011-02-02 20:00:00
Medina,,LIGHT,WA,2011-02-02 20:30:00
Seattle,ORANGE,LIGHT,WA,2011-02-02 21:00:00
Seattle,ORANGE,FIREBALL,WA,2011-02-02 21:30:00
West Palm beach,,LIGHT,FL,2011-02-02 23:00:00
Lehigh,BLUE,TRIANGLE,FL,2011-02-03 07:00:00
Groton,,LIGHT,CT,2011-02-03 17:40:00
Aliso Viejo,ORANGE,LIGHT,CA,2011-02-03 19:12:00
Gilbert,RED,DISK,AZ,2011-02-03 20:40:00
Durham,,LIGHT,NC,2011-02-03 22:00:00
Galveston,,LIGHT,TX,2011-02-03 22:30:00
Pittsburg,,CIGAR,PA,2011-02-03 23:00:00
Marathon,,CHEVRON,NY,2011-02-04 19:00:00
Waterbury,,RECTANGLE,VT,2011-02-04 20:30:00
Libertyville,GREEN,CIRCLE,IL,2011-02-04 20:55:00
Ferrisburgh,,LIGHT,VT,2011-02-04 21:00:00
Porter,GREEN,TRIANGLE,TX,2011-02-04 22:00:00
Groton,ORANGE BLUE,LIGHT,CT,2011-02-05 01:00:00
Ewan,,DIAMOND,WA,2011-02-05 08:30:00
Gallatin,,OVAL,TN,2011-02-05 11:00:00
Salt Lake City,,OTHER,UT,2011-02-05 11:45:00
San Diego,,SPHERE,CA,2011-02-05 17:00:00
Roseville,,CIRCLE,CA,2011-02-05 17:30:00
Indio,,DISK,CA,2011-02-05 17:35:00
Pomona,,OVAL,CA,2011-02-05 17:41:00
Holts Summit,,DISK,MO,2011-02-05 17:45:00
Latham,,OVAL,NY,2011-02-05 18:00:00
Raleigh,,TRIANGLE,NC,2011-02-05 18:50:00
Huntington Beach,,FIREBALL,CA,2011-02-05 20:00:00
McMinnville,,CIRCLE,OR,2011-02-05 20:00:00
North Salt Lake,RED,LIGHT,UT,2011-02-05 20:30:00
Conway,,TRIANGLE,AR,2011-02-05 21:00:00
Fayetteville,,LIGHT,NC,2011-02-05 21:50:00
Oxford,,TRIANGLE,OH,2011-02-05 22:45:00
Seaside,,FIREBALL,CA,2011-02-06 00:08:00
Whittier,,OVAL,CA,2011-02-06 04:25:00
Fitchburg,,DIAMOND,MA,2011-02-06 06:30:00
Center Conway,,OTHER,NH,2011-02-06 13:30:00
Capitola,,TRIANGLE,CA,2011-02-06 19:15:00
Miami,,LIGHT,FL,2011-02-06 19:20:00
Orange County,,CIRCLE,CA,2011-02-06 19:30:00
Modesto,RED,RECTANGLE,CA,2011-02-06 20:00:00
Piranguinho,,FLASH,MN,2011-02-07 03:00:00
Tacoma,,LIGHT,WA,2011-02-07 16:30:00
Tacoma,,SPHERE,WA,2011-02-07 16:32:00
Redondo Beach,,CHEVRON,CA,2011-02-07 18:00:00
Corpus Christi,,LIGHT,TX,2011-02-07 19:04:00
Oak Park,,OTHER,CA,2011-02-07 19:30:00
Tulsa,,TRIANGLE,OK,2011-02-08 01:00:00
Fair Grove,,CIGAR,MO,2011-02-08 07:30:00
Dunwoody,,CIGAR,GA,2011-02-08 15:00:00
River Forest,,OVAL,IL,2011-02-08 17:50:00
Rancho Cordova,,FORMATION,CA,2011-02-08 18:00:00
Brockton,,LIGHT,MA,2011-02-08 19:15:00
Prescott Valley,ORANGE,CIRCLE,AZ,2011-02-08 21:00:00
Wilton Manors,,CIRCLE,FL,2011-02-08 21:00:00
Lake Forest,,CIRCLE,CA,2011-02-09 12:15:00
Troy,YELLOW,FIREBALL,IL,2011-02-09 19:10:00
Lenox,,TRIANGLE,MA,2011-02-09 20:00:00
Moab,RED,LIGHT,UT,2011-02-09 21:30:00
North Caldwell,,TRIANGLE,NJ,2011-02-10 06:00:00
Rochester,,EGG,MN,2011-02-10 07:28:00
Grosse Pointe Woods,,CIRCLE,MI,2011-02-10 13:50:00
Round Rock,,OVAL,TX,2011-02-10 14:40:00
Fresno,,LIGHT,CA,2011-02-10 16:40:00
Lansdale,,TRIANGLE,PA,2011-02-10 19:00:00
Nashville,,SPHERE,TN,2011-02-10 20:00:00
Ruidoso,,LIGHT,NM,2011-02-10 21:00:00
Pedro,RED BLUE,FORMATION,OH,2011-02-10 21:30:00
Jacksonville Beach,RED,SPHERE,FL,2011-02-10 22:00:00
Bakersfield,,CYLINDER,CA,2011-02-10 22:15:00
Laguna Beach,,OTHER,CA,2011-02-10 23:00:00
Clearwater,,OTHER,FL,2011-02-11 02:00:00
Sacramento,,SPHERE,CA,2011-02-11 11:30:00
Round Rock,,SPHERE,TX,2011-02-11 13:25:00
Lakewood,,CIRCLE,CA,2011-02-11 13:43:00
San Diego,,SPHERE,CA,2011-02-11 14:00:00
Brea,,LIGHT,CA,2011-02-11 15:00:00
Boilgee,,LIGHT,AL,2011-02-11 18:40:00
Litchfield Park,RED ORANGE,CIRCLE,AZ,2011-02-11 19:00:00
Oswego,,LIGHT,IL,2011-02-11 19:00:00
Elkton,,VARIOUS,KY,2011-02-11 19:14:00
Midland,,SPHERE,TX,2011-02-11 19:15:00
Cape May,RED BLUE,LIGHT,NJ,2011-02-12 01:55:00
Jackson,,LIGHT,MI,2011-02-12 05:30:00
Niagara Falls,,SPHERE,NY,2011-02-12 05:30:00
Calumet,,EGG,OK,2011-02-12 06:00:00
Salt Lake City,,FORMATION,UT,2011-02-12 09:00:00
Carlsbad,,FLASH,CA,2011-02-12 22:00:00
Clovis,,FLASH,CA,2011-02-12 22:00:00
Jacksonville,,TRIANGLE,MD,2011-02-13 16:35:00
Quincy,,TRIANGLE,IL,2011-02-13 16:50:00
Frankfort,,TEARDROP,IL,2011-02-13 19:00:00
Richmond,,LIGHT,VA,2011-02-13 20:00:00
San Bernardino,RED,FIREBALL,CA,2011-02-13 20:00:00
Gastonia,BLUE,CIRCLE,NC,2011-02-14 00:45:00
Iron Mountain,ORANGE,CIRCLE,MI,2011-02-14 03:00:00
Pasadena,,OTHER,MD,2011-02-14 04:00:00
Hermitage,,FIREBALL,TN,2011-02-14 05:00:00
Tuckahoe,,TEARDROP,NY,2011-02-14 12:35:00
Pittsburgh,,CIRCLE,PA,2011-02-14 18:05:00
Taos,,LIGHT,NM,2011-02-14 18:45:00
Winneconne,,LIGHT,WI,2011-02-14 19:20:00
Millbrook,,TEARDROP,NY,2011-02-14 19:30:00
Prescott Valley,,OTHER,AZ,2011-02-14 21:41:00
Hampton,,SPHERE,NH,2011-02-14 22:00:00
Indian Wells,ORANGE,CIRCLE,CA,2011-02-15 00:00:00
Conway,,FORMATION,AR,2011-02-15 12:00:00
Solon,,OTHER,OH,2011-02-15 16:45:00
Vicksburg,RED,FORMATION,AZ,2011-02-15 17:00:00
Safford,ORANGE,FLASH,AZ,2011-02-15 20:00:00
Yellowstone National Park,,LIGHT,WY,2011-02-15 20:00:00
Bandera,RED,LIGHT,TX,2011-02-15 20:30:00
Salisbury,,LIGHT,NC,2011-02-15 20:45:00
Parker,,OTHER,CA,2011-02-15 21:05:00
Portland,,OTHER,OR,2011-02-15 23:00:00
Mountain Home,,OTHER,AR,2011-02-15 23:26:00
Benwood,,CIGAR,WV,2011-02-16 00:30:00
Fort Smith,,DISK,AR,2011-02-16 14:00:00
Santa Maria,ORANGE,CIRCLE,CA,2011-02-16 19:02:00
Barstow,,OVAL,TX,2011-02-16 20:00:00
Yadkinville,,CIGAR,NC,2011-02-16 21:00:00
Houma,,FIREBALL,LA,2011-02-17 10:15:00
Franconia,,FORMATION,AZ,2011-02-17 17:20:00
Washougal,,TRIANGLE,WA,2011-02-17 18:00:00
Austin,,FIREBALL,TX,2011-02-17 18:30:00
Robersonville,,OTHER,NC,2011-02-17 20:30:00
Tampa,,DISK,FL,2011-02-17 21:00:00
Quartzsite,,FORMATION,AZ,2011-02-18 00:00:00
Lebanon,,OTHER,OH,2011-02-18 01:00:00
Barboursville,BLUE,LIGHT,WV,2011-02-18 10:00:00
Tyler,,OTHER,TX,2011-02-18 18:00:00
Austin,,LIGHT,TX,2011-02-18 18:25:00
North Bend,RED BLUE,LIGHT,WA,2011-02-18 18:26:00
Sag Harbor,,DIAMOND,NY,2011-02-18 19:10:00
North Kingston,,FLASH,RI,2011-02-18 19:40:00
Chino Hills,,LIGHT,CA,2011-02-18 20:30:00
Tallahassee,ORANGE,CIRCLE,FL,2011-02-18 20:45:00
Tallahassee,,CIRCLE,FL,2011-02-18 21:00:00
Bloomsbug,,DISK,PA,2011-02-19 02:00:00
Hampton,,CIGAR,TN,2011-02-19 04:00:00
Decatur,,LIGHT,IL,2011-02-19 05:00:00
Milwaukee,,TRIANGLE,WI,2011-02-19 05:23:00
North Bend,RED GREEN,VARIOUS,WA,2011-02-19 19:00:00
Snohomish,,LIGHT,WA,2011-02-19 19:30:00
Sacramento,,LIGHT,CA,2011-02-19 20:15:00
Shalimar,RED ORANGE,DIAMOND,FL,2011-02-19 21:21:00
Fort Collins,,LIGHT,CO,2011-02-20 01:00:00
Huntington Beach,,SPHERE,CA,2011-02-20 15:20:00
Vancouver,,DISK,WA,2011-02-20 19:00:00
Vancouver,RED,SPHERE,WA,2011-02-20 19:00:00
Fullerton,,FIREBALL,CA,2011-02-20 19:45:00
Vancouver,RED GREEN,LIGHT,WA,2011-02-20 19:45:00
Hannacroix,,LIGHT,NY,2011-02-20 20:10:00
Miami,RED ORANGE,SPHERE,FL,2011-02-20 21:30:00
Fontana,,CIRCLE,CA,2011-02-20 22:30:00
Richmond,,OVAL,VA,2011-02-21 06:30:00
Palm Spring,,CIRCLE,CA,2011-02-21 18:00:00
Omaha,,DISK,NE,2011-02-21 18:48:00
Raytown,,LIGHT,MO,2011-02-21 18:52:00
Glenrock,,LIGHT,WY,2011-02-21 19:00:00
Pipersville,,LIGHT,PA,2011-02-21 19:00:00
Marysville,,CIRCLE,CA,2011-02-21 19:15:00
Hillsboro,,LIGHT,OR,2011-02-21 19:30:00
Gillsville,,OVAL,GA,2011-02-22 12:00:00
Redding,,OTHER,CT,2011-02-22 13:30:00
Kettering,,CIRCLE,OH,2011-02-22 15:10:00
Cody,,LIGHT,WY,2011-02-22 18:00:00
Redding,,LIGHT,CA,2011-02-22 19:40:00
Weston,,LIGHT,CT,2011-02-22 20:00:00
Dunnellon,,LIGHT,FL,2011-02-22 22:00:00
Prunedale,,LIGHT,CA,2011-02-22 22:18:00
Loves Park,,OVAL,IL,2011-02-23 01:15:00
Van Nuys,,LIGHT,CA,2011-02-23 02:05:00
Tremont,,LIGHT,PA,2011-02-23 03:30:00
Blue Bell,,TEARDROP,PA,2011-02-23 05:13:00
Central Valley,ORANGE,DIAMOND,NY,2011-02-23 07:15:00
Berkley Heights,,LIGHT,NJ,2011-02-23 19:10:00
Urrieta,ORANGE YELLOW,CIRCLE,CA,2011-02-23 19:40:00
Holley,,TRIANGLE,NY,2011-02-23 19:50:00
U. S. Highway 93,ORANGE,LIGHT,NV,2011-02-23 20:00:00
Cathedral City,,SPHERE,CA,2011-02-23 22:00:00
Jacksonville,,CIRCLE,FL,2011-02-24 19:50:00
Ahwatukee,,LIGHT,AZ,2011-02-24 20:11:00
Jacksonville,,TRIANGLE,FL,2011-02-24 20:30:00
Carpinteria,ORANGE,OVAL,CA,2011-02-24 21:30:00
Escondido,,TRIANGLE,CA,2011-02-24 22:30:00
Georgetown,,LIGHT,TX,2011-02-25 04:00:00
Fair Grove,,OTHER,MO,2011-02-25 12:30:00
Bessemer City,,CIRCLE,NC,2011-02-25 15:57:00
New Port Richey,,CIGAR,FL,2011-02-25 16:10:00
Everett,,LIGHT,WA,2011-02-25 20:00:00
Bloomfield Hills,,DISK,MI,2011-02-25 21:00:00
Mill Creek,,TRIANGLE,WA,2011-02-25 22:30:00
Oakland,,CYLINDER,CA,2011-02-26 00:10:00
Graham,RED ORANGE BLUE,LIGHT,NC,2011-02-26 05:30:00
Gonzales,ORANGE,TEARDROP,LA,2011-02-26 19:15:00
Valrico,,FIREBALL,FL,2011-02-26 20:30:00
Pacific Grove,RED,LIGHT,CA,2011-02-26 22:15:00
Ellington,,CYLINDER,CT,2011-02-27 08:47:00
Ormond Beach,,DIAMOND,FL,2011-02-27 20:30:00
Bozeman,,LIGHT,MT,2011-02-27 21:00:00
Santa Rosa,,SPHERE,CA,2011-02-27 23:00:00
Sumter,,LIGHT,SC,2011-02-28 00:30:00
Fresno,,OVAL,CA,2011-02-28 09:35:00
Imperial Beach,,OVAL,CA,2011-02-28 10:00:00
Paso Robles,,SPHERE,CA,2011-02-28 10:10:00
West Covina,,DISK,CA,2011-02-28 15:30:00
Round Rock,,OTHER,TX,2011-02-28 17:02:00
Lexington,,LIGHT,SC,2011-02-28 19:00:00
Flower Mound,,FORMATION,TX,2011-02-28 19:10:00
Denver,,LIGHT,CO,2011-02-28 20:00:00
Ridgecrest,,SPHERE,CA,2011-02-28 20:00:00
Cornell,,LIGHT,MI,2011-02-28 20:30:00
Reading,,SPHERE,PA,2011-03-01 00:00:00
Reading,GREEN,SPHERE,PA,2011-03-01 00:00:00
Burley,,FIREBALL,ID,2011-03-01 05:15:00
Bemidji,,TRIANGLE,MN,2011-03-01 07:00:00
Tumwater,,OVAL,WA,2011-03-01 10:00:00
Cohoes,,TRIANGLE,NY,2011-03-01 13:00:00
San Bernardino,,DISK,CA,2011-03-01 15:30:00
New York City,,OTHER,NY,2011-03-01 17:15:00
Arizona,,FORMATION,AZ,2011-03-01 18:00:00
Conshohocken,,OTHER,PA,2011-03-01 18:00:00
Wallingford,,TRIANGLE,CT,2011-03-01 19:45:00
Wolcott,GREEN,RECTANGLE,CT,2011-03-01 19:46:00
Round Rock,,LIGHT,TX,2011-03-01 21:00:00
Worthington,,CIRCLE,OH,2011-03-01 21:30:00
Red Oak,,OTHER,TX,2011-03-01 22:30:00
Murfreesboro,,LIGHT,TN,2011-03-02 00:00:00
Bloomington,,LIGHT,IN,2011-03-02 01:00:00
San Diego,,LIGHT,CA,2011-03-02 05:40:00
Tsaile,,OVAL,AZ,2011-03-02 06:25:00
Globe,,SPHERE,AZ,2011-03-02 06:46:00
Escondido,,VARIOUS,CA,2011-03-02 16:25:00
Lisle,,FIREBALL,IL,2011-03-02 16:30:00
Chantilly,,LIGHT,VA,2011-03-02 16:45:00
Harrisburg,,OVAL,PA,2011-03-02 17:15:00
Katy,,CROSS,TX,2011-03-02 19:15:00
Coleman,,OVAL,TX,2011-03-02 20:00:00
Echo,,CHEVRON,TX,2011-03-02 21:00:00
Lockport,,SPHERE,IL,2011-03-02 21:50:00
Irvine,,OTHER,CA,2011-03-02 22:00:00
San Marcos,,CHEVRON,TX,2011-03-02 22:00:00
Great Falls,,FIREBALL,VA,2011-03-02 23:30:00
Sedona,,TRIANGLE,AZ,2011-03-03 01:20:00
Bluffton,BLUE,SPHERE,IN,2011-03-03 02:00:00
Uintah,,LIGHT,UT,2011-03-03 02:15:00
Gloucester,,TRIANGLE,VA,2011-03-03 12:00:00
West Hartford,,OVAL,CT,2011-03-03 16:05:00
Honea Path,,LIGHT,SC,2011-03-03 19:04:00
North Dartmouth,,LIGHT,MA,2011-03-03 19:15:00
Fishers,GREEN BLUE,SPHERE,IN,2011-03-03 20:00:00
Rising Sun,,LIGHT,MD,2011-03-03 20:30:00
Fort Bragg,,TRIANGLE,CA,2011-03-03 21:00:00
Blue Ridge,,DISK,GA,2011-03-03 22:00:00
Elyria,,TRIANGLE,OH,2011-03-04 01:00:00
Groton,,TRIANGLE,CT,2011-03-04 01:30:00
Seminole,ORANGE,OVAL,OK,2011-03-04 02:00:00
Raleigh,,OTHER,NC,2011-03-04 08:45:00
New York City,,CIRCLE,NY,2011-03-04 11:20:00
Manteno,,FIREBALL,IL,2011-03-04 19:00:00
Alaska??,RED BLUE,FLASH,OK,2011-03-04 20:15:00
Raleigh,,LIGHT,NC,2011-03-04 21:30:00
Elkton,,FLASH,MD,2011-03-04 22:00:00
Tracy,BLUE,OVAL,CA,2011-03-04 22:00:00
Downey,,DIAMOND,CA,2011-03-05 03:00:00
Islamorada,,LIGHT,FL,2011-03-05 18:40:00
Missoula,,TEARDROP,MT,2011-03-05 20:00:00
Delmar,,CIRCLE,MD,2011-03-05 20:30:00
Vegas,,OTHER,NV,2011-03-05 21:34:00
Rockport,,DISK,TX,2011-03-05 21:50:00
Vista,,OVAL,CA,2011-03-05 23:05:00
Las Vegas,,CIRCLE,NV,2011-03-06 04:45:00
Valley Center,,LIGHT,CA,2011-03-06 05:30:00
Mahwah,,OTHER,NJ,2011-03-06 10:28:00
Camp Pendleton,,LIGHT,CA,2011-03-06 16:45:00
Oneida,,LIGHT,WI,2011-03-06 17:10:00
Oswego,,SPHERE,IL,2011-03-06 17:55:00
Jacksonville,,OTHER,FL,2011-03-06 19:00:00
Sierraville,,DISK,CA,2011-03-07 01:00:00
Clearfield,,OTHER,PA,2011-03-07 02:45:00
Wakefield,,FORMATION,RI,2011-03-07 18:50:00
Lynnwood,BLUE,SPHERE,WA,2011-03-07 19:00:00
Van Nuys,,DISK,CA,2011-03-07 19:45:00
Cary,,SPHERE,NC,2011-03-07 20:00:00
Culpeper,,TRIANGLE,VA,2011-03-07 21:00:00
Ninilchik,,LIGHT,AK,2011-03-07 21:00:00
Yakima,,CIRCLE,WA,2011-03-07 21:00:00
Yakima,,CIRCLE,WA,2011-03-07 21:05:00
Eugene,,FIREBALL,OR,2011-03-07 22:00:00
Midway,,FORMATION,GA,2011-03-08 03:00:00
Belle Mead,,LIGHT,NJ,2011-03-08 18:30:00
W. Sacramento,,CYLINDER,CA,2011-03-08 19:30:00
West Springfield,,TRIANGLE,PA,2011-03-08 20:00:00
West Springfield,,TRIANGLE,PA,2011-03-08 21:00:00
Wickenburg,,LIGHT,AZ,2011-03-08 22:00:00
Edray,RED,LIGHT,WV,2011-03-08 23:35:00
Naples,,DISK,FL,2011-03-09 03:30:00
Oceanside,RED,OVAL,CA,2011-03-09 06:20:00
Apache Junction,,LIGHT,AZ,2011-03-09 19:30:00
"Maze District, Canyonlands National Park",,LIGHT,UT,2011-03-09 20:00:00
Lake Springs,,TRIANGLE,MO,2011-03-09 23:30:00
Rolla,,TRIANGLE,MO,2011-03-09 23:30:00
Laurel,,TRIANGLE,MT,2011-03-10 00:15:00
San Diego,,LIGHT,CA,2011-03-10 03:00:00
Lake Havasu City,,DISK,AZ,2011-03-10 07:46:00
Oak Lawn,,CIGAR,IL,2011-03-10 16:47:00
Running Springs,,VARIOUS,CA,2011-03-10 17:40:00
Avalon,,LIGHT,CA,2011-03-10 18:00:00
Carmel,,LIGHT,CA,2011-03-10 19:30:00
Winters,,OVAL,TX,2011-03-10 20:00:00
Everett,,LIGHT,WA,2011-03-10 21:35:00
Kermit,,TRIANGLE,TX,2011-03-10 23:00:00
Gilroy,,DIAMOND,CA,2011-03-10 23:52:00
Los Angeles,,TEARDROP,CA,2011-03-11 00:00:00
North Windham,,TEARDROP,CT,2011-03-11 01:30:00
Orland,,TRIANGLE,CA,2011-03-11 01:30:00
West Palm Beach,,LIGHT,FL,2011-03-11 13:30:00
Mesa,,TRIANGLE,AZ,2011-03-11 20:30:00
North Platte,,DISK,NE,2011-03-11 21:26:00
Toms River,ORANGE,FORMATION,NJ,2011-03-11 21:55:00
Colleyville,,CONE,TX,2011-03-11 22:00:00
Lacey Township,,OVAL,NJ,2011-03-11 22:00:00
Waretown,ORANGE,OVAL,NJ,2011-03-11 22:33:00
Comfort,,TRIANGLE,TX,2011-03-11 23:00:00
Tomball,ORANGE,LIGHT,TX,2011-03-11 23:00:00
Owings Mills,,LIGHT,MD,2011-03-11 23:10:00
Santa Cruz,,OVAL,CA,2011-03-12 07:30:00
Englewood,,DISK,FL,2011-03-12 17:45:00
Stow area,RED,OTHER,MA,2011-03-12 18:45:00
Kenner,,LIGHT,LA,2011-03-12 20:30:00
Fort Worth,,SPHERE,TX,2011-03-12 20:35:00
Lake Texoma,BLUE,CIRCLE,TX,2011-03-12 22:00:00
Morgan Mill,,LIGHT,TX,2011-03-12 22:00:00
Mt. Vernon,GREEN,OVAL,TX,2011-03-12 22:35:00
Lorain,,TRIANGLE,OH,2011-03-13 00:40:00
Henrico,,VARIOUS,VA,2011-03-13 01:00:00
Four Oaks,,TRIANGLE,NC,2011-03-13 16:30:00
Visalia,,LIGHT,CA,2011-03-13 20:19:00
Plattekill,,TRIANGLE,NY,2011-03-13 22:00:00
Aspen,GREEN,FIREBALL,CO,2011-03-13 23:00:00
San Antonio,,OVAL,TX,2011-03-13 23:34:00
Union City,GREEN,FLASH,CA,2011-03-14 06:45:00
Alhambra,GREEN,FIREBALL,CA,2011-03-14 12:00:00
Lincoln National Forest,,OVAL,NM,2011-03-14 14:00:00
Lake Havasu City,ORANGE,OTHER,AZ,2011-03-14 19:30:00
Des Moines,,OTHER,IA,2011-03-14 21:00:00
East Moline,,DISK,IL,2011-03-15 00:00:00
Glasgow,,CIRCLE,MT,2011-03-15 12:00:00
Ruthven,,CIRCLE,IA,2011-03-15 13:10:00
Las Vegas,,CYLINDER,NV,2011-03-15 14:00:00
Boardman,,FIREBALL,OH,2011-03-15 15:00:00
Dillon,,FIREBALL,CO,2011-03-15 20:30:00
Chaco Culture National Park,GREEN,OTHER,NM,2011-03-15 21:00:00
Holts Summit,,DISK,MO,2011-03-16 02:39:00
Canoga Park,,DIAMOND,CA,2011-03-16 10:30:00
Downey,,DISK,CA,2011-03-16 15:20:00
Wayland,,OVAL,MI,2011-03-16 16:30:00
Chamberlain,ORANGE,LIGHT,SD,2011-03-16 21:16:00
Louisville,,LIGHT,KY,2011-03-16 21:35:00
Salinas,RED,CHEVRON,CA,2011-03-16 21:45:00
Middletown,,SPHERE,NY,2011-03-17 17:30:00
Dahlonega,,DIAMOND,GA,2011-03-17 19:00:00
Lawton,,LIGHT,OK,2011-03-17 20:25:00
Bristol,,DIAMOND,VA,2011-03-17 21:15:00
Machesney Park,RED,LIGHT,IL,2011-03-17 23:00:00
Raleigh,,LIGHT,NC,2011-03-17 23:30:00
Beverly,,RECTANGLE,WA,2011-03-18 00:40:00
Seattle,,DISK,WA,2011-03-18 05:00:00
Arizona City,,SPHERE,AZ,2011-03-18 19:00:00
Fredericksburg,,TRIANGLE,VA,2011-03-18 19:00:00
Glendale,,FIREBALL,AZ,2011-03-18 19:35:00
Litchfield Park,ORANGE,CIRCLE,AZ,2011-03-18 19:40:00
Surprise,,FIREBALL,AZ,2011-03-18 19:40:00
Walhalla,,TRIANGLE,SC,2011-03-18 20:40:00
Waxahachie,BLUE,CIRCLE,TX,2011-03-19 03:40:00
Glen St. Mary,BLUE,TEARDROP,FL,2011-03-19 13:24:00
Ewing,,OVAL,NJ,2011-03-19 19:45:00
North Bend,ORANGE,OTHER,WA,2011-03-19 20:00:00
Taylors,BLUE,CIRCLE,SC,2011-03-19 20:50:00
Griswold,ORANGE,LIGHT,CT,2011-03-19 20:52:00
Elkhart,,FIREBALL,IN,2011-03-19 21:00:00
Elkhart,,SPHERE,IN,2011-03-19 21:30:00
San Jose,,OTHER,CA,2011-03-19 21:30:00
Vero Beach,,LIGHT,FL,2011-03-19 21:30:00
Lake Worth,,VARIOUS,FL,2011-03-19 22:00:00
Boise,,OVAL,ID,2011-03-19 22:30:00
Yacolt,BLUE,SPHERE,WA,2011-03-20 01:00:00
Concord,,LIGHT,NH,2011-03-20 01:35:00
Portland,,FORMATION,OR,2011-03-20 04:50:00
Chicago,,CIGAR,IL,2011-03-20 19:00:00
Elliottsburg,,TRIANGLE,PA,2011-03-20 19:40:00
Lafayette,RED,LIGHT,CO,2011-03-20 20:00:00
Broomfield,,LIGHT,CO,2011-03-20 20:25:00
Lafayette,RED,LIGHT,CO,2011-03-20 20:45:00
Goleta,,TRIANGLE,CA,2011-03-20 21:35:00
Lafayette,,FORMATION,CO,2011-03-20 22:00:00
Sylvania,,LIGHT,OH,2011-03-20 22:00:00
Des Moines,,LIGHT,IA,2011-03-21 00:55:00
Sarasota,,VARIOUS,FL,2011-03-21 18:30:00
Vero Beach,,LIGHT,FL,2011-03-21 21:27:00
Livermore,,OTHER,CA,2011-03-22 02:00:00
Faribault,,LIGHT,MN,2011-03-22 05:00:00
Shaver Lake,,TRIANGLE,CA,2011-03-22 15:00:00
Seattle,,CIRCLE,WA,2011-03-22 17:45:00
Dillon,,FIREBALL,SC,2011-03-22 19:30:00
Bark River,,OVAL,MI,2011-03-22 20:00:00
Stanford,RED,TRIANGLE,KY,2011-03-22 20:00:00
Holden Beach,,FIREBALL,NC,2011-03-22 20:30:00
Mesa,,LIGHT,AZ,2011-03-22 21:40:00
